Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample1,KS Test,,0.7324623994348871,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.1728271728271728,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.3676323676323676,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.9790209790209792,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample1,Bivariate Equivalence Test,"K=10, #class1=246, #class2=332",0.5134865134865135,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample2,KS Test,,0.4682996377204123,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.7572427572427572,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.996003996003996,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample2,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.3686313686313686,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample3,KS Test,,0.6944890062621962,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample3,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample3,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample3,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.978021978021978,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample3,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.8181818181818182,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample4,KS Test,,0.5505695626779402,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample4,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample4,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.7432567432567433,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample4,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6943056943056943,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample4,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.7582417582417582,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample5,KS Test,,0.3536998304896309,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample5,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.7072927072927073,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample5,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.8061938061938062,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample5,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7212787212787213,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample5,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.8451548451548452,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample6,KS Test,,0.0534103033128352,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample6,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample6,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.957042957042957,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample6,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample6,Bivariate Equivalence Test,"K=24, #class1=246, #class2=332",0.5144855144855145,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample7,KS Test,,0.6078696679413567,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.5894105894105894,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.9050949050949052,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8891108891108891,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample7,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.4755244755244755,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample8,KS Test,,0.8463288360555131,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.977022977022977,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.6913086913086913,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6033966033966034,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample8,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.3566433566433566,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample9,KS Test,,0.4200603515397146,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.2057942057942058,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.0429570429570429,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7762237762237763,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample9,Bivariate Equivalence Test,"K=18, #class1=246, #class2=332",0.6813186813186813,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample10,KS Test,,0.6120197024844571,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.978021978021978,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.8721278721278721,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6593406593406593,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample10,Bivariate Equivalence Test,"K=13, #class1=246, #class2=332",0.9230769230769232,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample11,KS Test,,0.2884496933556721,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.4125874125874126,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.4375624375624375,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.4125874125874126,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample11,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.4035964035964036,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample12,KS Test,,0.7665036614063265,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.997002997002997,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.7692307692307693,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8851148851148851,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample12,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.1068931068931069,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample13,KS Test,,0.2878555327176608,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.4345654345654345,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample13,Bivariate Equivalence Test,"K=8, #class1=246, #class2=332",0.995004995004995,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample14,KS Test,,0.0133470283311948,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.1248751248751248,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.7212787212787213,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8421578421578422,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample14,Bivariate Equivalence Test,"K=21, #class1=246, #class2=332",0.6423576423576424,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample15,KS Test,,0.2970432101725859,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.7582417582417582,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.8341658341658341,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.1628371628371628,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample15,Bivariate Equivalence Test,"K=12, #class1=246, #class2=332",0.2757242757242757,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample16,KS Test,,0.2780343816941819,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.994005994005994,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=896",0.961038961038961,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8311688311688312,0.0055555555555555,Fail to Reject H0
