Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample1,KS Test,,5.739383335946154e-13,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.5404595404595405,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.981018981018981,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=896",0.8391608391608392,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample1,Bivariate Equivalence Test,"K=24, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample2,KS Test,,9.821985661143919e-10,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.7842157842157842,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.0059940059940059,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=896",0.6453546453546454,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-2kNodes_Sample2,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
