Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample1,KS Test,,0.3816492558702963,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.3646353646353646,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.7702297702297702,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample1,Independence Test (Color: 2),"K_marg=8, K_joint=9, n_samples=896",0.0249750249750249,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample1,Bivariate Equivalence Test,"K=8, #class1=254, #class2=326",0.5514485514485514,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample2,KS Test,,0.1200509084857125,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.8971028971028971,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.99000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample2,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=896",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample2,Bivariate Equivalence Test,"K=8, #class1=254, #class2=326",0.0619380619380619,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample3,KS Test,,0.8548544687460069,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample3,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.992007992007992,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample3,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.955044955044955,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample3,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=896",0.994005994005994,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample3,Bivariate Equivalence Test,"K=8, #class1=254, #class2=326",0.0239760239760239,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample4,KS Test,,0.9838733022239894,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample4,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample4,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.3406593406593406,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample4,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=896",0.5934065934065934,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample4,Bivariate Equivalence Test,"K=24, #class1=254, #class2=326",0.2297702297702297,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample5,KS Test,,0.6079303547390172,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D3_W0.5_Neg-2kNodes_Sample5,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=900",0.9270729270729272,0.0055555555555555,Fail to Reject H0
